,Word,Rank_by_remaining words,Unique_letters,Score_by_frequency,Score_by_position,Calculated_Score
593,glory,45.81188118811881,5,119.53846153846155,43.621471571906355,569.1147652654977
594,creep,45.70779220779221,4,161.8846153846154,40.15170568561872,568.8258494221963
595,manly,44.49038461538461,5,115.9230769230769,43.62454849498327,568.3353756813467
596,dunce,44.12844036697248,5,120.96153846153847,41.45478260869565,568.1635515821971
597,utile,50.96551724137931,5,146.88461538461536,39.427090301003346,568.1520867500808
598,catty,40.93984962406015,4,128.42307692307693,45.2676254180602,567.9950263199859
599,noisy,47.343434343434346,5,119.0,45.107625418060195,566.9009334864169
600,tilde,49.8728813559322,5,144.03846153846155,39.231705685618735,566.5277779077112
601,tepee,47.52601156069364,3,184.4230769230769,48.653244147157196,566.3917942987674
602,tuber,45.65079365079365,5,138.80769230769232,37.243545150501674,566.2213230337351
603,dense,49.47727272727273,4,157.8076923076923,44.3686287625418,566.0547180494821
604,crank,45.00934579439252,5,120.76923076923077,42.18996655518394,566.0213136983573
605,tense,55.36641221374046,4,170.73076923076923,45.888628762541806,566.0183186390124
606,opine,48.85840707964602,5,138.46153846153845,39.93170568561873,565.8192451517178
607,roach,46.27272727272727,5,134.53846153846152,38.8619397993311,564.9575788116449
608,swear,52.61344537815126,5,152.88461538461536,38.877391304347825,564.8513392349197
609,cheer,48.666666666666664,4,162.73076923076923,42.203545150501675,564.4779753375319
610,girly,42.2,5,116.34615384615384,40.94454849498328,564.4242580993638
611,posit,40.015625,5,122.69230769230768,36.80769230769231,564.2821660362885
612,wrest,48.549180327868854,5,143.26923076923077,38.23692307692308,564.1881612848118
613,sound,43.01,5,109.9230769230769,44.12735785953177,563.8938563596201
614,slang,48.029126213592235,5,125.11538461538463,43.241070234113714,563.2127377731612
615,scout,42.13913043478261,5,119.0769230769231,39.84307692307693,562.9436294680906
616,groan,43.85271317829457,5,135.30769230769232,36.426020066889635,561.963030105519
617,preen,48.49655172413793,4,165.65384615384616,41.129096989966555,561.9527874045892
618,swath,40.28947368421053,5,113.8846153846154,39.743478260869566,561.7063617239263
619,coach,35.888888888888886,4,118.3076923076923,42.581939799331096,561.4853162203773
620,smoke,50.29213483146067,5,122.38461538461539,46.1209364548495,561.1705575952288
621,leash,51.292682926829265,5,153.4230769230769,37.51886287625418,561.1189605095738
622,green,46.69934640522876,4,163.49999999999997,40.04909698996656,560.8667240042033
623,chest,45.708333333333336,5,134.5,38.106153846153845,560.65024893065
624,anode,53.391304347826086,5,151.30769230769232,39.56555183946489,560.6317748588172
625,erode,54.145833333333336,4,173.53846153846155,43.7286287625418,560.6044634253561
626,beset,48.94117647058823,4,159.4230769230769,43.02461538461539,560.6008733500228
627,tower,51.85087719298246,5,146.53846153846155,39.62816053511706,559.9760305695621
628,track,44.172413793103445,5,126.6923076923077,39.02996655518395,559.7154544452203
629,shrew,46.42201834862385,5,130.19230769230768,39.90682274247492,559.6009749611302
630,slick,41.14,5,105.61538461538463,43.594581939799326,559.5841685365588
631,shard,49.45544554455446,5,128.03846153846155,43.19658862876254,559.17247239779
632,burnt,39.20338983050848,5,113.5,38.62307692307692,559.0995127872559
633,belle,39.25555555555555,3,160.96153846153845,45.45016722408027,559.0848533045515
634,afire,56.15929203539823,5,154.30769230769232,40.69324414715719,559.0598073158924
635,purge,45.747747747747745,5,126.03846153846155,40.577859531772575,558.9751670518253
636,staid,48.372727272727275,5,132.34615384615387,40.85966555183946,558.953349140082
637,tread,50.52142857142857,5,162.80769230769232,34.68735785953177,558.9082538884524
638,masse,47.18796992481203,4,148.69230769230768,44.32401337792642,558.6711906318441
639,berry,45.70802919708029,4,143.73076923076923,44.403010033444815,558.508332157647
640,style,56.717171717171716,5,145.19230769230768,43.631705685618726,558.4717859907479
641,miner,50.034188034188034,5,142.0769230769231,39.33277591973244,558.4461343642914
642,purer,43.75333333333333,4,148.65384615384616,41.04046822742475,557.7470775524679
643,salad,43.61971830985915,4,143.80769230769232,42.29043478260869,557.7009727182309
644,sharp,46.13513513513514,5,127.03846153846153,40.500936454849494,557.6202002031918
645,daunt,44.23853211009175,5,120.88461538461539,40.75846153846154,556.8755010320057
646,clank,40.55652173913043,5,113.84615384615385,39.65150501672241,556.5284135313163
647,leach,48.232,5,146.03846153846152,36.75886287625418,556.4985675849464
648,cedar,49.348837209302324,5,153.11538461538464,35.84969899665552,556.157020168245
649,forty,46.03030303030303,5,116.80769230769232,43.826086956521735,556.071081793382
650,blurt,40.76271186440678,5,119.03846153846155,38.07692307692308,555.9760545707292
651,bible,36.89230769230769,4,122.49999999999999,41.796321070234114,555.1346230554448
652,ladle,48.19444444444444,4,155.5,43.01170568561873,555.1113047333571
653,cower,51.266666666666666,5,136.84615384615387,41.588160535117055,555.0565489044708
654,loser,58.15652173913043,5,164.38461538461542,39.26508361204014,554.9313709443392
655,guilt,39.64035087719298,5,111.42307692307693,39.464615384615385,554.6455541428631
656,laden,49.310077519379846,5,149.96153846153845,36.46909698996655,554.5480930109098
657,twice,48.59803921568628,5,127.11538461538461,42.39785953177257,554.4894720269646
658,merit,49.642857142857146,5,148.0,37.176923076923075,554.1768677365799
659,aware,51.95774647887324,4,164.80769230769232,43.654782608695655,553.8842207375992
660,lorry,43.594202898550726,4,142.15384615384616,42.42608695652174,553.3792144026188
661,shank,43.326530612244895,5,108.53846153846153,44.179197324414716,553.3724996943203
662,plain,42.796747967479675,5,127.34615384615384,37.19063545150502,553.3229285835491
663,stand,48.628571428571426,5,128.65384615384616,41.81966555183946,553.1995553287542
664,solid,45.84615384615385,5,123.3076923076923,41.128896321070236,553.1008456600301
665,belly,40.255639097744364,4,129.8846153846154,42.841471571906354,552.9111629917987
666,marry,43.23529411764706,4,135.30769230769232,44.1476254180602,552.6515721093687
667,fence,46.549180327868854,4,144.15384615384613,44.60862876254181,552.5773268166068
668,waive,51.18681318681319,5,124.26923076923076,45.51785953177257,552.5318962162409
669,stalk,47.018691588785046,5,127.15384615384617,40.80227424749163,551.7131514172204
670,tally,44.111111111111114,4,137.34615384615384,44.26608695652173,551.3147718254803
671,rifle,49.56666666666667,5,144.30769230769232,37.84555183946489,550.9150218625741
672,stank,45.95238095238095,5,121.61538461538463,41.602274247491636,550.5129961303188
673,unite,49.93043478260869,5,141.34615384615387,38.89170568561873,550.485193961653
674,butte,40.695035460992905,4,132.26923076923077,42.33785953177258,550.4353097862293
675,creme,53.642857142857146,4,159.9230769230769,46.15170568561872,550.3601539222035
676,glint,42.972727272727276,5,115.57692307692307,40.84153846153846,549.2250141763982
677,booty,39.95412844036697,4,113.19230769230768,48.42147157190635,548.7230804958799
678,grunt,41.28947368421053,5,114.65384615384616,39.495384615384616,548.359829688378
679,ramen,51.464,5,153.92307692307693,36.61063545150502,547.4916113015637
680,angle,48.968503937007874,5,146.80769230769232,36.47785953177258,546.8035520415892
681,broil,46.38532110091743,5,127.84615384615384,39.67645484949833,546.7766558867924
682,grief,45.810810810810814,5,128.6153846153846,38.950434782608696,546.7732465149318
683,semen,50.60162601626016,4,154.84615384615384,44.66602006688963,546.7303689213865
684,leafy,52.80392156862745,5,137.9230769230769,41.86147157190635,546.7077815632882
685,burly,41.881188118811885,5,107.34615384615384,42.64916387959866,546.5728066550257
686,diode,41.4812030075188,4,132.46153846153845,42.788628762541805,546.5461156966522
687,lover,50.37391304347826,5,144.53846153846155,38.07277591973244,546.2133200955652
688,patty,39.21167883211679,4,124.19230769230768,43.0276254180602,545.1131146991105
689,seize,58.02173913043478,4,147.9230769230769,53.41324414715719,544.6959392188638
690,globe,47.87378640776699,5,126.84615384615384,41.11016722408027,544.6265051954169
691,trust,39.913333333333334,4,134.34615384615384,40.41538461538462,544.1441268705469
692,manor,44.604651162790695,5,135.5,35.81585284280936,544.0069514823482
693,reset,54.324675324675326,4,183.19230769230768,40.30461538461539,543.6568527160513
694,mercy,49.50485436893204,5,128.84615384615384,41.763010033444814,543.4823801062098
695,worst,43.847457627118644,5,124.84615384615384,38.16,543.2617406559423
696,grout,43.111111111111114,5,121.53846153846155,38.533846153846156,543.1713841273714
697,lodge,46.627272727272725,5,131.15384615384616,38.610167224080264,543.0160972206498
698,clean,48.87022900763359,5,153.19230769230768,34.630635451505015,542.7790159156431
699,eater,58.67484662576687,4,195.11538461538464,40.77892976588629,542.419590201744
700,tonal,47.08461538461538,5,144.46153846153848,35.33953177257525,542.1307030623781
701,noble,49.69090909090909,5,137.0,39.31785953177258,542.0052535161112
702,tasty,42.26896551724138,4,135.8076923076923,42.115317725752504,541.2561240758725
703,glove,47.41,5,121.92307692307692,41.99016722408027,539.925162252099
704,leery,53.40845070422535,4,173.4230769230769,41.54147157190636,539.5587945293139
705,wince,46.03809523809524,5,121.1923076923077,40.95016722408026,538.9933315665907
706,melee,49.710691823899374,3,182.07692307692304,49.05016722408027,538.9727962069139
707,plume,45.31730769230769,5,119.3076923076923,40.91170568561873,538.5449227107546
708,ridge,45.496,5,134.8846153846154,36.32862876254181,538.5279055395999
709,ratty,44.648275862068964,4,144.65384615384616,41.5476254180602,538.4327792498286
710,brash,48.13592233009709,5,123.73076923076924,41.880401337792634,538.2564644428169
711,polar,48.49586776859504,5,143.0,36.455852842809364,537.4877485848078
712,tiger,52.58974358974359,5,147.80769230769232,38.243545150501674,537.4327548026985
713,fibre,47.370370370370374,5,127.46153846153847,39.91632107023412,537.0230012513395
714,petal,46.97872340425532,5,154.8846153846154,32.55953177257525,536.7292031653728
715,phony,39.323232323232325,5,96.53846153846155,43.70916387959866,536.5295763817439
716,penne,39.449101796407184,3,153.19230769230768,46.04862876254181,536.4605568922703
717,shark,48.47422680412371,5,121.0,42.97919732441471,536.4173107152865
718,leaky,54.55670103092783,5,137.15384615384616,42.661471571906354,536.2480500198251
719,seven,49.00819672131148,4,148.57692307692307,44.20448160535117,536.0544808846225
720,trout,40.97278911564626,4,137.6153846153846,39.893846153846155,535.9661473621336
721,reply,49.74561403508772,5,140.1153846153846,38.044548494983275,535.7885964713707
722,risen,48.57971014492754,5,155.65384615384616,33.418327759197325,535.3769333154454
723,hotel,51.224137931034484,5,147.07692307692307,37.26260869565217,534.9499331891674
724,voter,52.415929203539825,5,144.9230769230769,38.657391304347826,534.4127423450444
725,hence,47.16153846153846,4,150.26923076923077,41.928628762541805,534.3831432890257
726,tapir,46.5703125,5,140.19230769230768,35.42046822742475,533.137627146558
727,curve,48.554455445544555,5,124.1923076923077,41.61785953177258,532.2496122175563
728,penny,39.91935483870968,4,122.11538461538461,43.43993311036789,531.5400673054183
729,stout,40.05673758865248,4,128.76923076923077,41.26615384615385,530.6284243257288
730,haunt,44.45945945945946,5,120.73076923076923,39.07846153846154,530.592676930271
731,fruit,42.788990825688074,5,115.23076923076923,39.37538461538462,530.1896317760613
732,betel,48.75714285714286,4,161.34615384615384,39.99953177257525,529.4625754475747
733,miser,51.00833333333333,5,145.69230769230768,37.063545150501675,529.3128662866815
734,tangy,45.932038834951456,5,116.11538461538461,41.864548494983275,529.1642036304942
735,sugar,48.48148148148148,5,127.88461538461539,40.10816053511706,528.9872057413372
736,lousy,47.73684210526316,5,116.69230769230768,43.263010033444814,528.780314729022
737,still,41.955882352941174,4,134.8846153846154,41.09491638795986,528.4667303262486
738,molar,46.8,5,141.03846153846155,35.055852842809365,528.2290120586043
739,dally,40.3014705882353,4,124.4230769230769,42.74608695652174,527.8814482868454
740,first,43.52991452991453,5,123.0,37.318461538461534,527.243255448655
741,stern,54.114754098360656,5,157.8846153846154,36.14140468227424,527.2288373840609
742,racer,52.36024844720497,4,172.5769230769231,39.983545150501676,527.1355580169444
743,ounce,49.51376146788991,5,134.84615384615387,38.654782608695655,526.3636419465046
744,spoil,45.886792452830186,5,122.30769230769229,39.473377926421406,526.0661623639189
745,amuse,51.870370370370374,5,140.9230769230769,38.72247491638796,526.0122756334863
746,today,50.295918367346935,5,126.15384615384616,41.92147157190635,525.7439417448373
747,godly,38.56730769230769,5,100.07692307692307,40.52147157190635,525.7385640992287
748,balmy,41.28155339805825,5,104.61538461538461,41.466086956521735,525.4151404650812
749,clout,45.27777777777778,5,121.0,39.315384615384616,525.3307220386976
750,foamy,46.05813953488372,5,104.0,46.52454849498328,525.2657936621188
751,harry,44.8955223880597,4,138.1153846153846,42.627625418060205,524.5539480722704
752,enact,51.41129032258065,5,153.57692307692307,35.113846153846154,524.4642194222067
753,shell,44.02919708029197,4,143.42307692307693,40.248762541806016,524.433943736484
754,heard,50.145161290322584,5,149.73076923076923,35.08581939799331,523.8218994987292
755,rivet,50.833333333333336,5,141.73076923076923,37.573846153846155,523.8068968862159
756,harpy,43.30357142857143,5,117.65384615384616,38.5476254180602,523.6607791130361
757,choke,48.91304347826087,5,117.8076923076923,43.47785953177257,523.584910453649
758,glaze,52.30107526881721,5,126.23076923076923,43.373244147157195,523.415431192284
759,groin,42.74193548387097,5,123.46153846153847,36.22602006688963,523.2004726932057
760,could,37.82051282051282,5,108.07692307692307,36.607357859531774,523.0508928065303
761,speed,47.71969696969697,4,149.8076923076923,41.64428093645485,522.939919661702
762,model,47.01801801801802,5,131.34615384615384,37.397993311036785,522.3617232319837
763,gayer,55.75229357798165,5,147.96153846153845,39.345083612040135,522.0914449010615
764,beach,49.699029126213595,5,129.19230769230768,40.158862876254176,521.9635333425169
765,madly,42.95145631067961,5,108.9230769230769,41.16301003344481,521.9382639586398
766,beget,47.475806451612904,4,145.65384615384616,42.52461538461539,521.8551721323587
767,lapel,43.75301204819277,4,154.5,36.945685618729094,521.8482715481455
768,sheep,48.35658914728682,4,149.65384615384616,42.140936454849495,521.6706415569759
769,fiber,45.64912280701754,5,127.46153846153847,37.33892976588629,521.2890346860692
770,lunge,45.719298245614034,5,127.11538461538461,37.49478260869565,521.2420023126462
771,meter,51.81118881118881,4,169.61538461538464,39.79431438127091,521.1019545513435
772,deter,52.93055555555556,4,172.5769230769231,39.954314381270905,521.0746471255638
773,croak,47.78504672897196,5,127.65384615384617,39.006889632107026,521.0185851945669
774,coven,45.84905660377358,5,122.76923076923077,38.90755852842809,520.9105034508825
775,inane,50.2992700729927,4,155.11538461538458,42.2286287625418,520.9069620912082
776,freed,47.56934306569343,4,153.3846153846154,40.36735785953177,520.6489104402059
777,elide,52.8014705882353,4,163.4230769230769,42.03632107023411,520.4176971051762
778,stark,52.077669902912625,5,134.0769230769231,40.40227424749163,520.089764625848
779,bowel,44.89719626168224,5,122.38461538461539,38.1533779264214,520.0086945222091
780,shack,43.305263157894736,5,104.76923076923076,42.97919732441471,519.9018680870217
781,movie,48.202127659574465,5,120.26923076923076,41.65016722408026,519.6071020793382
782,dolly,37.24242424242424,4,115.76923076923077,41.78454849498328,519.5542594988657
783,randy,48.23148148148148,5,125.80769230769229,39.824548494983276,519.3946349412167
784,stein,52.225,5,149.1153846153846,36.381404682274244,519.3898661603905
785,spark,46.04761904761905,5,120.15384615384616,39.78688963210702,519.0874050244112
786,stunt,39.666666666666664,4,121.88461538461539,42.22769230769231,519.0157346725673
787,grind,39.61344537815126,5,109.57692307692307,37.5104347826087,518.7983508527221
788,penal,48.315384615384616,5,148.96153846153845,33.63645484949833,518.5240790961113
789,hoard,46.275862068965516,5,131.30769230769232,36.50889632107023,517.9697049701765
790,feral,51.77165354330709,5,156.15384615384616,34.31953177257525,517.5734709732451
791,faith,43.43119266055046,5,115.3076923076923,38.96655518394648,517.271490856667
792,candy,46.159574468085104,5,109.57692307692307,43.544548494983275,516.8459302146671
793,budge,38.42201834862385,5,103.26923076923076,38.43324414715719,516.4970152049701
794,sworn,43.123893805309734,5,118.92307692307692,37.449096989966556,516.3682414839363
795,bleed,45.22857142857143,4,148.42307692307693,39.308896321070236,515.9877624379563
796,petty,42.20740740740741,4,133.96153846153845,40.64301003344481,515.985272370222
797,halve,50.56603773584906,5,133.5769230769231,39.03478260869565,515.5778846153846
798,steed,53.69230769230769,4,163.73076923076923,42.25966555183946,515.4710494389128
799,diver,45.025,5,128.80769230769232,36.031237458193985,515.3915100478011
800,raven,51.80672268907563,5,147.65384615384616,36.14909698996655,515.1409825314527
801,stash,43.435483870967744,4,132.1153846153846,42.292709030100326,514.5578703842135
802,clasp,44.10344827586207,5,123.5,36.733244147157194,514.3084984872693
803,death,51.73451327433628,5,143.19230769230768,37.15886287625418,514.246968774746
804,niece,50.865671641791046,4,161.11538461538458,40.571705685618724,514.0383095360602
805,loath,50.3125,5,137.3076923076923,37.6619397993311,513.9154327132806
806,abate,52.89705882352941,4,161.5769230769231,42.05785953177258,513.8720137175171
807,satyr,55.45283018867924,5,142.34615384615387,39.93892976588629,512.6116215855666
808,prize,54.701149425287355,5,123.46153846153845,45.41478260869565,512.5101564295358
809,wooly,39.1,4,109.5,45.74147157190635,512.3980702939893
810,creek,51.872,4,155.84615384615384,42.62996655518394,512.3161880178585
811,agree,60.89763779527559,4,179.03846153846155,43.52555183946488,511.85879262823585
812,canal,42.90728476821192,4,143.42307692307693,38.26107023411371,511.5700468105124
813,skirt,50.589473684210525,5,122.23076923076923,42.33538461538461,511.43906532022345
814,outer,53.792,5,157.0,35.000468227424754,510.77051529090625
815,gland,40.99159663865546,5,114.5,36.54889632107024,510.4520160134713
816,testy,45.36619718309859,4,145.57692307692307,39.73070234113712,509.97207239249553
817,merge,49.81060606060606,4,153.53846153846155,41.33170568561873,509.61086448207493
818,erect,51.129629629629626,4,175.8076923076923,37.036923076923074,509.4013802562745
819,heave,53.208695652173915,4,153.34615384615384,44.15016722408027,508.9587897237336
820,baker,55.92079207920792,5,138.53846153846155,41.01123745819398,508.0072663490783
821,mount,42.63809523809524,5,109.26923076923077,39.63692307692308,507.89042879252673
822,tenor,55.71544715447155,5,161.15384615384613,35.11123745819398,507.7865518983665
823,liege,49.977777777777774,4,160.26923076923077,39.571705685618724,507.5957445455277
824,tacit,40.34228187919463,4,137.8846153846154,37.12615384615384,507.56925045700234
825,spill,38.614814814814814,4,120.96153846153848,40.47953177257525,507.2111792218017
826,dirty,47.12380952380953,5,119.88461538461539,39.864548494983275,507.08401040749175
827,wrath,44.780701754385966,5,122.73076923076924,37.000401337792646,507.0362388402841
828,reign,45.38805970149254,5,141.8846153846154,32.43063545150502,506.89633661120683
829,decay,50.89622641509434,5,134.8846153846154,38.247625418060196,506.81716575748675
830,golly,37.3046875,4,112.61538461538461,41.94454849498328,506.48878495831855
831,choir,46.5,5,122.6923076923077,38.38046822742475,506.3428190466706
832,spank,43.5959595959596,5,107.6923076923077,40.98688963210702,506.2364460513682
833,merry,47.888888888888886,4,145.07692307692307,41.763010033444814,506.0755540301212
834,gavel,48.666666666666664,5,130.57692307692307,37.679531772575245,505.4873960796613
835,cameo,53.20183486238532,5,144.5769230769231,37.20020066889632,505.46100190575174
836,earth,52.223021582733814,5,162.65384615384613,32.44501672240803,505.266317275897
837,torch,43.377049180327866,5,124.92307692307692,35.08347826086956,505.19066376457675
838,trend,51.714285714285715,5,147.26923076923077,35.44735785953178,504.7256336108321
839,broth,44.41818181818182,5,117.3846153846154,38.17732441471572,504.4590254931028
840,silky,45.96590909090909,5,103.61538461538461,44.74301003344482,504.29375652033997
841,creak,52.77391304347826,5,146.07692307692307,36.429966555183945,504.18635982064245
842,homer,51.75,5,138.1153846153846,37.774314381270905,504.07864341562174
843,moult,44.23076923076923,5,114.80769230769232,38.83692307692308,504.0357190635452
844,hasty,47.40909090909091,5,122.73076923076923,38.9153177257525,503.7121349257462
845,hotly,46.17,5,116.0,40.06608695652174,503.3209970713148
846,yeast,60.43809523809524,5,155.19230769230768,39.19538461538461,503.227489664085
847,draft,48.03809523809524,5,124.23076923076923,38.91692307692308,503.21305059851994
848,bland,43.794392523364486,5,113.34615384615384,38.86889632107024,502.9913247327044
849,serif,53.34234234234234,5,142.3846153846154,37.66735785953177,502.71998058911936
850,heath,40.40909090909091,4,143.03846153846152,35.47886287625418,502.34656101226346
851,weave,51.9375,4,145.88461538461536,44.710167224080266,502.33650439599796
852,chain,44.10526315789474,5,118.88461538461537,37.238327759197325,501.87482810948677
853,piper,40.80821917808219,4,136.03846153846155,37.61739130434783,501.6060140043853
854,scorn,48.263636363636365,5,129.76923076923077,37.2952508361204,501.38949082536647
855,plaid,44.0353982300885,5,120.34615384615384,36.668896321070235,501.06968659237606
856,renal,54.4014598540146,5,169.42307692307693,32.15645484949833,500.7260410069642
857,roomy,41.53333333333333,4,121.07692307692307,42.86147157190635,499.79471234113294
858,prank,46.584158415841586,5,116.53846153846153,39.94996655518395,499.7093217069788
859,batty,42.858333333333334,4,120.88461538461539,44.2676254180602,499.43844815733365
860,shawl,45.19,5,113.5,39.76876254180602,499.4196225376171
861,folly,37.52459016393443,4,109.5,42.78454849498328,499.3960535993723
862,blunt,42.019417475728154,5,106.57692307692307,39.27692307692308,498.1046693335812
863,retry,51.310344827586206,4,160.96153846153848,39.683010033444816,497.94546243889897
864,scalp,45.792792792792795,5,123.5,36.9009364548495,497.59638736110986
865,prior,45.17557251908397,4,138.0769230769231,40.67739130434783,497.3138107084447
866,scour,48.083333333333336,5,125.61538461538463,38.06046822742476,497.1556695004769
867,sonic,46.74285714285714,5,121.0,38.3847491638796,496.81972099336826
868,wager,55.38461538461539,5,139.1153846153846,39.5266220735786,496.4159445837978
869,abase,55.68852459016394,4,159.26923076923077,43.33785953177258,495.7852700611528
870,grimy,44.41304347826087,5,100.84615384615384,43.64608695652174,495.5233480176212
871,deign,40.36434108527132,5,122.42307692307692,32.670635451505014,495.4422157611838
872,hardy,47.09615384615385,5,118.65384615384616,39.3076254180602,495.1573067158665
873,hinge,46.127272727272725,5,122.26923076923077,37.350167224080266,495.0191010198535
874,wiser,51.44347826086957,5,141.03846153846155,36.103545150501674,494.9109815523844
875,olive,54.704081632653065,5,135.76923076923077,39.87632107023411,494.842183255018
876,value,54.45454545454545,5,136.5769230769231,39.434782608695656,494.5299998324968
877,curry,42.63414634146341,4,121.80769230769232,43.24916387959867,494.25930137953253
878,label,45.20886075949367,4,151.19230769230768,36.907224080267554,493.7163454658356
879,pouty,47.18181818181818,5,105.46153846153845,44.14301003344481,493.34573463345276
880,their,51.75,5,150.80769230769232,33.84354515050167,493.1272409331737
881,elope,54.33076923076923,4,165.61538461538458,40.430167224080265,492.969843032393
882,taker,63.28155339805825,5,155.76923076923077,40.05123745819398,492.93594382672893
883,small,43.75590551181102,4,130.84615384615387,41.171839464882936,492.4754067125465
884,slurp,45.407407407407405,5,120.03846153846153,37.231705685618735,492.1263870953121
885,agate,55.43076923076923,4,162.73076923076923,41.90401337792642,492.07849181794796
886,aside,58.094339622641506,5,151.73076923076923,37.6809364548495,492.0752616147981
887,verse,55.75,4,161.03846153846155,42.57170568561873,491.88749694566576
888,untie,48.40650406504065,5,141.34615384615384,33.69016722408027,491.8735252146225
889,peril,52.24590163934426,5,149.57692307692307,34.35953177257525,491.84652572205925
890,serum,49.51304347826087,5,137.84615384615384,35.32301003344482,491.7028658839472
891,moral,49.61344537815126,5,141.03846153846155,34.582608695652176,491.54799563359353
892,vague,46.372549019607845,5,120.88461538461537,37.70401337792642,491.4367715391088
893,acute,57.05555555555556,5,149.4230769230769,37.51939799331103,491.2986858048537
894,chard,44.794642857142854,5,120.65384615384615,36.47658862876254,491.24632231888296
895,strut,41.736111111111114,4,134.34615384615387,38.15076923076923,491.22057383650525
896,harem,52.69230769230769,5,146.76923076923077,35.267625418060206,491.17247662524727
897,eaten,55.380645161290325,4,182.65384615384616,37.21371237458194,490.9460823422448
898,smash,38.631147540983605,4,116.23076923076924,40.792709030100326,490.93731368403303
899,liver,50.62068965517241,5,141.34615384615387,35.11123745819398,490.1986129882394
900,sling,48.17894736842105,5,113.26923076923077,41.664147157190634,489.7643220661422
901,debar,47.082089552238806,5,145.5769230769231,31.67739130434783,489.72944924991697
902,heavy,51.86666666666667,5,122.26923076923077,41.54147157190636,489.6443226978334
903,leper,51.74149659863946,4,171.19230769230768,36.99585284280937,489.61903613527056
904,gravy,48.22727272727273,5,106.42307692307693,44.34301003344481,489.2583906285652
905,eager,57.22,4,179.03846153846155,39.086622073578596,489.2001875420331
906,realm,54.806451612903224,5,159.46153846153848,33.621471571906355,489.11500602739585
907,swirl,48.87755102040816,5,121.26923076923077,39.4256856187291,489.0918701651509
908,mover,51.26732673267327,5,129.03846153846155,38.83277591973244,488.70518333039695
909,cream,51.23809523809524,5,150.15384615384616,33.34301003344481,488.5604329750393
910,raspy,48.389380530973455,5,128.4230769230769,36.79531772575251,488.2649733115222
911,ferry,49.854838709677416,4,141.76923076923077,42.92301003344481,488.23041231183396
912,slosh,45.05714285714286,4,123.07692307692308,44.63886287625418,487.7374413092501
913,scald,50.54081632653061,5,124.5,39.59658862876254,487.70238023372883
914,rider,47.55696202531646,4,157.5,36.79123745819398,487.3835209726682
915,aunty,49.59803921568628,5,122.11538461538461,39.52608695652174,486.58610172539284
916,sneak,52.53211009174312,5,141.0,36.226889632107024,486.17801847350063
917,stead,57.176991150442475,5,153.96153846153845,36.05966555183946,485.4926320066407
918,steep,53.06716417910448,4,162.73076923076923,39.564013377926415,485.2931133924449
919,decry,51.39047619047619,5,131.80769230769232,37.8076254180602,484.850134441028
920,nasty,50.41284403669725,5,129.8846153846154,37.63531772575251,484.8217613083718
921,flume,48.0,5,114.03846153846153,40.67170568561873,483.13945255552693
922,begat,51.083333333333336,5,135.8846153846154,36.324615384615385,483.1278685676226
923,sassy,42.4453125,3,131.19230769230768,52.07531772575251,482.87177338498395
924,ghost,42.4392523364486,5,109.69230769230768,37.36307692307692,482.8598413664324
925,flout,42.532710280373834,5,111.5,36.83538461538462,482.82196896709087
926,wider,48.530973451327434,5,130.4230769230769,35.91123745819398,482.5427713818922
927,frill,40.5,4,124.53846153846155,39.202608695652174,482.19580990131715
928,shirk,46.87096774193548,5,109.15384615384616,41.40227424749164,482.0913340761581
929,riser,51.593548387096774,4,168.11538461538464,36.983545150501676,482.03724006484435
930,guest,49.50925925925926,5,131.1153846153846,36.401538461538465,482.0110205025657
931,color,43.18978102189781,4,138.5769230769231,37.455852842809364,480.71712477976047
932,towel,54.019417475728154,5,139.6153846153846,37.193377926421405,480.63900047384624
933,stack,49.536842105263155,5,117.84615384615385,40.40227424749163,480.57692258491073
934,hover,51.20952380952381,5,131.84615384615387,37.312775919732445,480.33506546932443
935,cloak,45.839622641509436,5,120.73076923076924,36.468428093645485,480.2462501508318
936,slunk,43.252631578947366,5,101.53846153846153,40.90996655518394,480.1944892094339
937,roger,51.76428571428571,4,157.53846153846155,39.445083612040136,480.1857266452601
938,spell,44.02127659574468,4,142.5769230769231,37.05645484949833,480.0765194611477
939,fetal,50.376,5,149.6153846153846,32.31953177257525,479.94076313551983
940,aloft,48.15929203539823,5,131.1923076923077,35.15538461538461,478.83968395060117
941,smith,42.264150943396224,5,106.6923076923077,37.93578595317725,478.8285647671726
942,drift,43.83177570093458,5,112.38461538461539,37.34,478.6985550270626
943,claim,45.232142857142854,5,121.61538461538461,35.604548494983284,478.6486540058672
944,scion,47.216981132075475,5,121.0,37.34140468227425,478.4623940607887
945,total,43.08695652173913,4,150.3846153846154,34.262608695652176,478.34144221066526
946,ample,49.76470588235294,5,139.0,34.24709030100335,478.28530958197945
947,maize,59.17948717948718,5,124.57692307692307,45.437859531772574,478.2492212632518
948,berth,48.42372881355932,5,135.8076923076923,34.10040133779264,478.18465511840026
949,plank,42.89622641509434,5,109.61538461538461,37.41150501672241,477.9996813432289
950,glean,48.083333333333336,5,146.8076923076923,31.310635451505014,477.98705046684955
951,dowel,47.333333333333336,5,126.69230769230768,35.6733779264214,477.41646894487576
952,anger,53.96031746031746,5,153.73076923076923,33.50046822742475,477.2074176528252
953,ovine,52.07843137254902,5,130.23076923076923,38.162474916387964,477.158041546815
954,remit,51.52,5,148.0,33.173846153846156,476.48769708552317
